TicketTime,PriorVisits,GiftCardLines,ProduceLines,MeatLines,FishLines,OilLines,FreshPastaLines,SAFOLines,RotisserieLines,NetAmount,DiscountAmount,UniqueItems,UniqueCategories,ReturnedBags,TopItemLines,TicketMonthDecimal,WeekdayNumber,IsFrontEnd,RetailSpendCnt,QSRSpendCnt,TicketCount,TotalLines,ProductVariety,BizHours,WillReturn
17.0833333333,13,0,0,1,0,0,0,0,0,93.33,0.0,1,1,False,0,9.96774193548,3,True,2.90591841933,0.0,318,1,1.0,False,True
17.3,1,0,0,0,0,0,0,0,0,10.3,0.0,2,2,False,6,9.96774193548,3,True,0.320700307716,0.0,318,7,0.285714285714,False,True
17.35,0,0,0,1,0,0,0,0,0,18.49,0.0,1,1,False,0,9.96774193548,3,True,0.575703756278,0.0,318,1,1.0,False,True
17.4166666667,0,0,1,0,0,0,0,3,0,37.6,0.0,7,5,False,2,9.96774193548,3,True,1.17071180292,0.0,318,7,1.0,False,True
17.45,3,0,1,1,0,0,1,0,0,17.59,0.0,3,3,False,1,9.96774193548,3,True,0.547681399293,0.0,318,3,1.0,False,True
17.4833333333,8,0,2,0,1,0,0,0,0,18.7,0.0,5,4,True,3,9.96774193548,3,True,0.583799103852,0.0,318,5,1.0,False,True
17.5166666667,7,0,0,0,1,0,1,0,0,26.64,0.0,3,3,False,1,9.96774193548,3,True,0.829461766753,0.0,318,3,1.0,False,False
17.5666666667,6,0,4,0,0,0,0,0,0,20.17,0.0,6,5,False,3,9.96774193548,3,True,0.628012155983,0.0,318,7,0.857142857143,False,False
17.6,6,0,1,0,0,0,1,3,0,77.22,0.0,8,7,False,2,9.96774193548,3,True,2.4043182293,0.0,318,8,1.0,False,True
17.6333333333,0,0,0,0,0,0,0,2,0,19.48,0.0,3,3,False,1,9.96774193548,3,True,0.606528348962,0.0,318,3,1.0,False,False
17.6666666667,1,0,0,0,0,0,0,3,0,17.07,0.0,3,2,False,2,9.96774193548,3,True,0.531490704147,0.0,318,3,1.0,False,False
17.6833333333,0,0,0,0,0,0,0,1,0,12.23,0.0,2,2,False,0,9.96774193548,3,True,0.380792695472,0.0,318,2,1.0,False,False
17.7,6,0,2,0,0,1,0,1,0,34.09,0.0,6,6,True,3,9.96774193548,3,True,1.06298140829,0.0,318,6,1.0,False,True
17.7166666667,6,0,3,1,0,0,0,0,0,45.09,0.0,4,2,False,2,9.96774193548,3,True,1.40392008494,0.0,318,4,1.0,False,True
17.7666666667,0,0,2,0,0,0,1,1,0,54.0,0.0,7,4,False,2,9.96774193548,3,True,1.68134141909,0.0,318,7,1.0,False,True
17.9833333333,14,0,2,0,0,0,0,0,0,17.8,0.0,3,3,False,1,9.96774193548,3,True,0.554219949257,0.0,318,3,1.0,False,True
18.0,0,0,0,0,0,0,0,0,0,21.4,0.0,2,2,False,0,9.96774193548,3,True,0.666309377196,0.0,331,3,0.666666666667,False,False
18.0333333333,4,0,3,0,1,0,1,0,0,95.8,0.0,5,3,False,2,9.96774193548,3,True,2.98282422128,0.0,331,5,1.0,False,False
18.05,18,0,3,0,1,0,0,0,0,33.0,0.0,5,3,False,2,9.96774193548,3,True,1.02748642278,0.0,331,5,1.0,False,True
