TicketDate,TicketTime,PriorVisits,GiftCardLines,OilLines,RotisserieLines,NetAmount,DiscountAmount,UniqueItems,UniqueCategories,ReturnedBags,TopItemLines,RepeatProducts,TicketMonthDecimal,WeekdayNumber,IsFrontEnd,FreshLines,RetailSpendCnt,QSRSpendCnt,TicketCount,TotalLines,ProductVariety,BizHours,WillReturn
2014-04-12,13.6833333333,1,0,1,0,68.0,0.0,3,3,False,2,0,4.38709677419,6,True,2,1.91653722844,0.0,477,4,0.75,False,True
2014-04-16,18.1833333333,7,0,0,0,52.68,0.0,8,6,False,3,3,4.51612903226,3,True,6,1.48475266462,0.0,390,8,1.0,False,True
2014-04-16,18.2166666667,4,0,0,0,38.6,0.0,2,2,False,0,0,4.51612903226,3,True,1,1.08791672085,0.0,390,2,1.0,False,False
2014-04-16,18.2333333333,1,0,0,0,35.6,0.0,2,1,False,0,0,4.51612903226,3,True,0,1.00336360783,0.0,390,2,1.0,False,True
2014-04-16,18.2666666667,8,0,0,0,13.74,0.0,6,2,False,2,2,4.51612903226,3,True,6,0.387253257629,0.0,390,6,1.0,False,True
2014-04-16,18.35,0,0,0,0,12.51,0.0,3,3,False,1,0,4.51612903226,3,True,1,0.352586481291,0.0,390,3,1.0,False,False
2014-04-16,18.3666666667,0,0,0,0,15.6,0.0,1,1,False,0,0,4.51612903226,3,True,0,0.439676187701,0.0,390,1,1.0,False,False
2014-04-16,18.4,6,0,0,0,98.95,0.0,9,6,False,6,1,4.51612903226,3,True,9,2.78884351109,0.0,390,10,0.9,False,True
2014-04-16,18.4,2,0,0,0,8.47,0.0,2,2,False,2,1,4.51612903226,3,True,1,0.238721622425,0.0,390,2,1.0,False,False
2014-04-16,18.55,19,0,0,0,45.07,0.0,5,3,False,0,1,4.51612903226,3,True,1,1.27026960126,0.0,390,5,1.0,False,True
2014-04-16,18.5833333333,45,0,0,0,6.35,1.59,2,2,False,0,0,4.51612903226,3,True,1,0.178970755891,0.0,390,2,1.0,False,True
2014-04-16,18.6,1,0,0,0,13.1,0.0,2,1,False,0,0,4.51612903226,3,True,0,0.369215260185,0.0,390,2,1.0,False,False
2014-04-16,18.7,62,0,0,0,18.12,0.0,3,3,False,2,0,4.51612903226,3,True,2,0.510700802637,0.0,390,3,1.0,False,True
2014-04-16,18.7333333333,1,0,0,0,59.67,0.0,5,5,False,3,1,4.51612903226,3,True,4,1.68176141796,0.0,390,6,0.833333333333,False,False
2014-04-16,18.7833333333,0,0,0,0,46.35,0.0,5,5,False,1,0,4.51612903226,3,True,4,1.30634559615,0.0,390,5,1.0,False,True
2014-04-16,18.8666666667,0,0,0,0,16.83,4.21,5,3,False,1,0,4.51612903226,3,True,3,0.474342964039,0.0,390,5,1.0,False,True
2014-04-16,18.8833333333,7,0,0,0,16.34,0.0,5,4,False,1,2,4.51612903226,3,True,5,0.460532622246,0.0,390,5,1.0,False,False
2014-04-16,18.9166666667,10,0,0,2,15.7,0.0,2,1,False,2,0,4.51612903226,3,True,0,0.0,1.27059242478,390,2,1.0,False,True
2014-04-16,18.9333333333,6,0,0,0,63.96,0.0,12,6,False,3,3,4.51612903226,3,True,11,1.80267236957,0.0,390,12,1.0,False,True
2014-04-16,18.9833333333,0,0,0,0,57.42,0.0,6,3,False,1,0,4.51612903226,3,True,2,1.61834658319,0.0,390,6,1.0,False,False
2014-04-16,19.0,1,0,0,0,10.1,0.0,5,3,False,2,0,4.51612903226,3,True,3,0.284662147165,0.0,330,5,1.0,False,False
2014-04-16,19.05,1,0,0,0,20.38,0.0,7,3,False,2,1,4.51612903226,3,True,6,0.574397481112,0.0,330,7,1.0,False,False
2014-04-16,19.0833333333,0,0,0,2,27.95,0.0,4,3,False,2,0,4.51612903226,3,True,0,0.326938703675,1.32319656976,330,4,1.0,False,False
2014-04-16,19.0833333333,0,0,0,0,11.0,0.0,2,2,False,0,0,4.51612903226,3,True,0,0.310028081071,0.0,330,2,1.0,False,True
2014-04-16,19.1,15,0,0,0,24.47,0.0,2,2,False,0,0,4.51612903226,3,True,2,0.689671558528,0.0,330,2,1.0,False,True
2014-04-16,19.1333333333,3,0,0,0,20.26,0.0,4,3,False,2,0,4.51612903226,3,True,3,0.571015356591,0.0,330,4,1.0,False,True
2014-04-16,19.4333333333,2,0,0,0,32.9,0.0,3,3,False,0,0,4.51612903226,3,True,2,0.927265806112,0.0,330,3,1.0,False,False
2014-04-16,19.45,17,0,0,1,40.18,0.0,3,3,False,1,0,4.51612903226,3,True,1,0.719546991795,1.18561649828,330,3,1.0,False,True
2014-04-16,19.55,4,0,0,2,17.59,0.0,2,1,False,2,1,4.51612903226,3,True,0,0.0,1.42354909248,330,2,1.0,False,True
2014-04-16,19.6166666667,0,0,0,1,141.57,0.0,18,9,False,7,0,4.51612903226,3,True,13,3.74232078224,0.71136989897,330,18,1.0,False,True
2014-04-16,19.6333333333,29,0,0,1,22.96,0.0,3,3,False,2,0,4.51612903226,3,True,1,0.205745908347,1.26735524663,330,3,1.0,False,True
2014-04-16,19.7,16,0,0,0,46.91,0.0,8,5,False,5,0,4.51612903226,3,True,5,1.32212884391,0.0,330,8,1.0,False,False
2014-04-16,19.75,1,0,0,0,15.6,0.0,2,1,False,0,0,4.51612903226,3,True,0,0.439676187701,0.0,330,2,1.0,False,True
2014-04-16,19.7833333333,0,0,0,0,110.88,0.0,4,2,False,0,0,4.51612903226,3,True,5,3.1250830572,0.0,330,7,0.571428571429,False,False
2014-04-16,19.9,0,0,0,3,34.86,0.0,5,3,False,2,0,4.51612903226,3,True,2,0.313692049302,1.92045593886,330,5,1.0,False,False
2014-04-16,19.95,0,0,0,3,34.04,0.0,5,2,False,4,0,4.51612903226,3,True,3,0.171360975719,2.26278752846,330,6,0.833333333333,False,True
