TicketTime,PriorVisits,GiftCardLines,ProduceLines,MeatLines,FishLines,OilLines,FreshPastaLines,SAFOLines,RotisserieLines,NetAmount,DiscountAmount,UniqueItems,UniqueCategories,ReturnedBags,TopItemLines,TicketMonthDecimal,WeekdayNumber,IsFrontEnd,RetailSpendCnt,QSRSpendCnt,TicketCount,TotalLines,ProductVariety,BizHours,WillReturn
19.0166666667,0,0,0,0,0,0,0,2,1,17.99,0.0,3,2,False,1,8.75,1,True,0.348927404625,0.623765356649,337,3,1.0,False,False
19.0333333333,25,0,2,0,0,0,0,0,0,11.5,0.0,2,2,False,0,8.75,1,True,0.382158586018,0.0,337,3,0.666666666667,False,True
19.0666666667,2,0,4,0,0,1,0,1,0,54.88,0.0,8,6,False,4,8.75,1,True,1.82372723484,0.0,337,8,1.0,False,True
11.0833333333,2,0,0,0,0,0,1,0,0,14.34,0.0,2,2,False,0,8.75,1,True,0.476535141174,0.0,161,2,1.0,True,False
11.2333333333,0,0,0,0,0,0,0,0,0,17.7,0.0,2,1,False,0,8.75,1,True,0.588191910654,0.0,161,3,0.666666666667,True,False
11.2833333333,9,0,0,4,0,0,3,2,0,129.84,0.0,12,6,False,1,8.75,1,True,3.98242477812,0.0,161,12,1.0,True,True
11.35,0,0,0,0,0,0,1,0,0,6.14,0.0,1,1,False,1,8.75,1,True,0.204039453752,0.0,161,1,1.0,True,False
11.3833333333,0,0,0,0,0,0,0,0,0,24.4,0.0,3,1,False,0,8.75,1,True,0.810840825986,0.0,161,3,1.0,True,False
11.4,1,0,0,0,0,0,0,0,0,10.0,0.0,2,2,False,0,8.75,1,True,0.332311813929,0.0,161,2,1.0,True,False
11.4333333333,0,0,0,0,0,0,0,0,0,8.8,0.0,1,1,False,0,8.75,1,True,0.292434396257,0.0,161,1,1.0,True,False
11.45,0,0,3,0,0,0,0,0,0,13.5,0.0,2,2,False,2,8.75,1,True,0.448620948804,0.0,161,3,0.666666666667,True,False
11.5,0,0,1,0,0,0,0,0,0,1.21,0.0,1,1,False,0,8.75,1,True,0.0402097294854,0.0,161,1,1.0,True,False
11.5833333333,7,0,1,0,0,0,0,2,0,19.81,0.0,3,3,False,1,8.75,1,True,0.658309703393,0.0,161,3,1.0,True,False
11.6,8,0,5,0,0,0,0,0,0,52.74,0.0,4,2,False,1,8.75,1,True,1.75261250666,0.0,161,5,0.8,True,True
11.7333333333,2,0,0,0,0,0,0,0,0,31.34,0.0,2,2,False,0,8.75,1,True,1.04146522485,0.0,161,2,1.0,True,False
11.7833333333,29,0,8,0,1,0,0,0,0,106.39,0.0,11,5,False,3,8.75,1,True,3.53546538839,0.0,161,11,1.0,True,True
11.95,3,0,10,2,1,0,2,5,0,208.82,0.0,22,9,False,5,8.75,1,True,6.93933529846,0.0,161,25,0.88,True,True
12.0166666667,2,0,5,0,0,0,0,1,0,40.56,0.0,9,4,False,2,8.75,1,True,1.34785671729,0.0,303,10,0.9,True,True
12.1,0,0,0,0,0,0,0,0,0,44.0,0.0,3,1,False,0,8.75,1,True,1.46217198129,0.0,303,5,0.6,True,False
12.1333333333,0,0,3,0,0,0,0,1,0,37.59,0.0,8,6,False,2,8.75,1,True,1.24916010856,0.0,303,8,1.0,True,False
12.1666666667,2,0,2,0,0,0,0,0,1,13.63,0.0,5,4,False,1,8.75,1,True,0.306723804256,0.366430917124,303,5,1.0,True,True
12.2333333333,31,0,1,0,0,0,0,0,0,7.9,0.0,2,2,False,1,8.75,1,True,0.262526333004,0.0,303,3,0.666666666667,True,True
12.25,6,0,0,0,0,0,0,0,0,4.8,0.0,1,1,False,0,8.75,1,True,0.159509670686,0.0,303,1,1.0,True,True
12.2666666667,0,0,1,0,0,0,1,0,0,10.02,0.0,4,4,True,2,8.75,1,True,0.334637996626,0.0,303,4,1.0,True,True
12.4166666667,0,0,0,0,0,0,0,0,0,5.8,0.0,1,1,False,0,8.75,1,True,0.192740852079,0.0,303,1,1.0,True,False
12.45,2,0,2,0,0,0,1,2,0,86.91,0.0,11,7,False,2,8.75,1,True,2.88812197485,0.0,303,12,0.916666666667,True,False
12.6166666667,0,0,0,0,0,0,0,1,0,21.78,0.0,2,2,False,2,8.75,1,True,0.723775130737,0.0,303,2,1.0,True,False
12.6333333333,0,0,0,0,0,0,0,0,0,22.6,0.0,2,2,False,0,8.75,1,True,0.751024699479,0.0,303,2,1.0,True,False
12.65,18,0,1,0,0,0,0,0,0,6.99,0.0,1,1,False,0,8.75,1,True,0.232285957936,0.0,303,1,1.0,True,True
12.6666666667,0,0,0,0,0,0,0,6,0,73.42,0.0,6,3,False,2,8.75,1,True,2.43983333786,0.0,303,7,0.857142857143,True,False
12.7,3,0,0,0,0,0,0,0,0,14.4,0.0,1,1,False,0,8.75,1,True,0.478529012057,0.0,303,4,0.25,True,True
12.8166666667,0,0,1,0,0,0,0,0,0,10.28,0.0,1,1,False,0,8.75,1,True,0.341616544719,0.0,303,1,1.0,True,False
12.8166666667,2,0,0,0,0,0,0,1,0,14.56,0.0,2,2,False,0,8.75,1,True,0.48384600108,0.0,303,2,1.0,True,False
12.8333333333,0,0,0,0,0,0,0,0,0,9.8,0.0,1,1,False,0,8.75,1,True,0.32566557765,0.0,303,1,1.0,True,True
12.8833333333,0,0,0,0,0,0,0,4,0,44.61,0.0,6,4,False,1,8.75,1,True,1.48244300194,0.0,303,6,1.0,True,False
12.9,1,0,0,0,0,0,0,0,0,3.99,0.0,1,1,False,0,8.75,1,True,0.132592413758,0.0,303,1,1.0,True,False
12.95,12,0,2,0,0,0,0,0,0,3.76,0.0,2,1,False,0,8.75,1,True,0.124949242037,0.0,303,2,1.0,True,False
12.9666666667,6,0,0,1,0,0,0,0,0,22.42,0.0,2,2,False,0,8.75,1,True,0.745043086828,0.0,303,2,1.0,True,False
13.0166666667,4,0,0,0,0,0,0,0,0,30.4,0.0,3,1,False,0,8.75,1,True,1.01022791434,0.0,381,3,1.0,True,True
13.0666666667,5,0,2,0,0,0,0,0,0,3.15,0.0,2,1,False,1,8.75,1,True,0.104678221388,0.0,381,2,1.0,True,True
13.1,1,0,1,0,0,0,0,3,0,49.21,0.0,5,3,False,2,8.75,1,True,1.63530643634,0.0,381,7,0.714285714286,True,False
13.1666666667,3,0,0,1,0,0,0,2,0,26.06,0.0,4,3,True,1,8.75,1,True,0.867666146168,0.0,381,4,1.0,True,False
13.2,4,0,1,0,0,0,0,0,0,2.16,0.0,2,2,False,1,8.75,1,True,0.0717793518086,0.0,381,2,1.0,True,False
13.2,0,0,1,0,0,0,0,0,0,3.5,0.0,2,2,False,0,8.75,1,True,0.116309134875,0.0,381,2,1.0,True,False
