TicketTime,PriorVisits,GiftCardLines,ProduceLines,MeatLines,FishLines,OilLines,FreshPastaLines,SAFOLines,RotisserieLines,NetAmount,DiscountAmount,UniqueItems,UniqueCategories,ReturnedBags,TopItemLines,TicketMonthDecimal,WeekdayNumber,IsFrontEnd,RetailSpendCnt,QSRSpendCnt,TicketCount,TotalLines,ProductVariety,BizHours,WillReturn
16.6833333333,3,0,0,0,0,0,0,0,0,11.28,0.0,3,2,False,1,6.54838709677,2,False,0.0630481970524,0.838413130447,315,3,1.0,True,False
16.8333333333,0,0,0,0,0,0,0,1,0,8.48,0.0,2,2,False,0,6.54838709677,2,False,0.270024601518,0.0,315,2,1.0,True,False
16.9666666667,0,0,0,0,0,0,0,2,0,10.92,0.0,2,2,False,0,6.54838709677,2,False,0.347720359501,0.0,315,2,1.0,True,True
19.5666666667,5,0,0,1,0,0,0,0,0,-15.72,0.0,1,1,False,0,6.54838709677,2,False,-0.500564473568,0.0,362,1,1.0,False,False
19.7833333333,2,0,0,0,0,0,1,0,0,-11.52,0.0,1,1,False,0,6.54838709677,2,False,-0.36682587376,0.0,362,1,1.0,False,False
13.4,0,0,0,0,0,0,2,0,0,31.21,0.0,4,2,False,1,6.58064516129,3,True,0.99380516667,0.0,464,4,1.0,True,False
13.4333333333,0,0,0,0,0,0,2,0,0,40.18,0.0,5,3,False,2,6.58064516129,3,True,1.27943260483,0.0,464,5,1.0,True,False
13.4333333333,0,0,0,0,0,0,3,0,0,32.23,0.0,4,2,False,2,6.58064516129,3,True,1.02628454091,0.0,464,4,1.0,True,False
13.4666666667,1,0,0,0,3,0,0,0,0,38.92,0.0,3,1,False,0,6.58064516129,3,True,1.23931102489,0.0,464,3,1.0,True,True
13.4833333333,0,0,0,0,0,0,0,3,0,35.37,0.0,4,3,False,1,6.58064516129,3,True,1.12627006553,0.0,464,4,1.0,True,False
13.5,2,0,2,0,0,0,0,0,0,4.76,0.0,2,1,False,1,6.58064516129,3,True,0.151570413116,0.0,464,2,1.0,True,True
13.55,10,0,1,0,0,0,0,0,0,5.5,0.0,1,1,False,0,6.58064516129,3,True,0.175133880701,0.0,464,1,1.0,True,True
13.6833333333,0,0,0,0,0,0,0,0,0,17.4,0.0,1,1,False,0,6.58064516129,3,True,0.554059913491,0.0,464,1,1.0,True,False
13.7333333333,0,0,0,0,0,0,0,0,0,3.5,0.0,1,1,False,1,6.58064516129,3,True,0.111448833174,0.0,464,1,1.0,True,False
13.7666666667,1,0,0,0,0,0,1,0,0,12.84,0.0,2,2,False,1,6.58064516129,3,True,0.408858005128,0.0,464,2,1.0,True,False
13.8333333333,13,0,0,2,2,0,0,4,0,103.52,0.0,10,6,False,3,6.58064516129,3,True,3.29633806003,0.0,464,10,1.0,True,True
13.8833333333,0,0,0,0,0,0,0,0,0,406.2,0.0,10,1,False,0,6.58064516129,3,True,12.9344331529,0.0,464,10,1.0,True,False
13.9166666667,3,0,0,0,0,0,0,0,0,51.6,0.0,8,2,False,0,6.58064516129,3,True,1.64307422622,0.0,464,8,1.0,True,False
13.9166666667,0,0,0,0,0,1,0,0,0,27.6,0.0,2,2,False,0,6.58064516129,3,True,0.878853655883,0.0,464,2,1.0,True,True
13.95,0,0,0,0,0,0,0,0,0,7.76,0.0,2,1,False,0,6.58064516129,3,True,0.247097984408,0.0,464,2,1.0,True,False
13.9666666667,7,0,3,0,0,0,0,0,0,32.36,0.0,5,3,False,0,6.58064516129,3,True,1.030424069,0.0,464,5,1.0,True,True
13.9833333333,16,0,4,0,0,0,0,0,1,20.48,0.0,5,3,False,2,6.58064516129,3,True,0.399942098474,0.714003440122,464,5,1.0,True,False
14.1,0,0,3,1,0,0,0,0,0,15.69,0.0,4,2,False,1,6.58064516129,3,True,0.499609197855,0.0,404,4,1.0,True,True
14.1166666667,9,0,1,0,0,0,0,4,0,27.53,0.0,3,3,False,4,6.58064516129,3,True,0.876624679219,0.0,404,5,0.6,True,True
14.1833333333,0,0,1,0,0,0,0,1,0,19.1,0.0,3,3,False,1,6.58064516129,3,True,0.60819220389,0.0,404,3,1.0,True,True
