TicketTime,PriorVisits,GiftCardLines,ProduceLines,MeatLines,FishLines,OilLines,FreshPastaLines,SAFOLines,RotisserieLines,NetAmount,DiscountAmount,UniqueItems,UniqueCategories,ReturnedBags,TopItemLines,TicketMonthDecimal,WeekdayNumber,IsFrontEnd,RetailSpendCnt,QSRSpendCnt,TicketCount,TotalLines,ProductVariety,BizHours,WillReturn
16.3833333333,1,0,3,0,0,0,0,0,1,17.9,0.0,5,3,False,1,12.71875,1,True,0.26481523015,0.431353050388,476,5,1.0,True,False
16.45,17,0,0,3,0,0,2,0,0,245.79,0.0,6,3,False,5,12.71875,1,True,5.37925086104,0.0,476,7,0.857142857143,True,True
16.4833333333,0,0,0,0,0,0,0,0,0,13.4,0.0,3,2,False,0,12.71875,1,True,0.293266453224,0.0,476,3,1.0,True,False
16.6,0,0,0,0,0,0,0,0,0,13.6,0.0,2,1,False,0,12.71875,1,True,0.297643564466,0.0,476,2,1.0,True,False
16.7,19,0,1,0,0,0,0,1,0,7.68,0.0,2,2,False,1,12.71875,1,True,0.168081071698,0.0,476,2,1.0,True,True
16.7333333333,5,0,0,0,0,0,0,0,0,24.8,0.0,1,1,False,0,12.71875,1,True,0.542761794026,0.0,476,1,1.0,True,False
16.7833333333,0,0,1,0,1,0,0,0,0,13.57,0.0,2,2,False,1,12.71875,1,True,0.29698699778,0.0,476,2,1.0,True,False
16.8166666667,0,0,1,0,1,0,0,3,0,50.93,0.0,7,6,False,2,12.71875,1,True,1.11463137781,0.0,476,7,1.0,True,True
16.9166666667,0,0,0,0,0,0,0,0,0,9.8,0.0,1,1,False,0,12.71875,1,True,0.214478450865,0.0,476,1,1.0,True,False
17.1166666667,0,0,20,2,1,0,0,11,0,340.92,0.0,41,9,False,10,12.71875,1,True,7.46122382336,0.0,374,43,0.953488372093,False,False
17.1833333333,0,0,0,0,0,0,0,0,0,16.6,0.0,2,1,False,0,12.71875,1,True,0.363300233098,0.0,374,2,1.0,False,False
17.3666666667,0,0,7,0,4,2,2,0,0,448.54,0.0,25,9,False,5,12.71875,1,True,9.81654738276,0.0,374,27,0.925925925926,False,False
17.4,0,0,0,0,0,0,0,0,0,36.0,0.0,5,2,False,0,12.71875,1,True,0.787880023586,0.0,374,5,1.0,False,False
17.4333333333,0,0,2,0,0,0,0,4,0,85.61,0.0,11,6,False,1,12.71875,1,True,1.8736224672,0.0,374,11,1.0,False,False
17.4833333333,0,0,6,1,0,0,0,1,0,32.94,0.0,9,5,False,5,12.71875,1,True,0.720910221581,0.0,374,9,1.0,False,False
17.4833333333,0,0,6,1,0,0,0,1,0,32.94,0.0,9,5,False,5,12.71875,1,True,0.720910221581,0.0,374,9,1.0,False,True
17.5,2,0,5,0,2,0,0,0,0,58.49,0.0,7,3,False,2,12.71875,1,True,1.28008618277,0.0,374,8,0.875,False,True
17.5166666667,1,0,0,0,0,1,0,0,0,25.8,0.0,1,1,False,0,12.71875,1,True,0.564647350237,0.0,374,1,1.0,False,False
17.9666666667,0,0,2,0,0,0,0,0,0,10.08,0.0,3,2,False,0,12.71875,1,True,0.220606406604,0.0,374,3,1.0,False,True
18.0,19,0,0,0,1,0,0,2,0,31.34,0.0,3,2,False,0,12.71875,1,True,0.685893331644,0.0,395,3,1.0,False,True
18.0333333333,2,0,0,0,0,0,0,7,0,92.53,0.0,6,3,False,1,12.71875,1,True,2.02507051618,0.0,395,8,0.75,False,True
18.0333333333,1,0,0,0,0,0,0,0,0,5.8,0.0,1,1,False,0,12.71875,1,True,0.126936226022,0.0,395,1,1.0,False,False
18.0833333333,0,0,0,0,0,0,2,5,0,129.95,0.0,11,6,False,4,12.71875,1,True,2.84402802958,0.0,395,11,1.0,False,False
18.1333333333,2,0,0,0,0,0,1,3,0,70.87,0.0,11,6,False,2,12.71875,1,True,1.55102936865,0.0,395,11,1.0,False,True
18.15,2,0,0,0,1,0,0,1,0,71.52,0.0,7,6,False,1,12.71875,1,True,1.45582719914,0.0,395,7,1.0,False,False
18.1833333333,2,0,0,0,0,0,1,0,0,4.62,0.0,1,1,False,1,12.71875,1,True,0.101111269694,0.0,395,1,1.0,False,True
18.2333333333,0,0,6,0,4,0,1,0,1,75.43,0.0,12,4,False,4,12.71875,1,True,1.53899231274,0.380036911635,395,12,1.0,False,True
18.25,11,0,0,0,2,0,1,0,0,57.57,0.0,3,2,False,2,12.71875,1,True,1.25995147105,0.0,395,3,1.0,False,True
18.2666666667,3,0,3,0,0,0,1,0,0,27.33,0.0,5,3,False,2,12.71875,1,True,0.598132251239,0.0,395,5,1.0,False,False
18.3,2,0,2,0,0,0,0,0,0,10.3,0.0,3,2,False,0,12.71875,1,True,0.225421228971,0.0,395,3,1.0,False,True
18.35,0,0,0,0,0,1,0,0,0,66.2,0.0,7,3,False,0,12.71875,1,True,1.44882382115,0.0,395,7,1.0,False,False
18.5,1,0,12,0,0,0,0,5,3,132.8,0.0,22,5,False,9,12.71875,1,True,2.40741118318,1.69566371532,395,24,0.916666666667,False,True
18.5333333333,16,0,0,0,0,0,2,0,0,13.43,0.0,1,1,False,0,12.71875,1,True,0.29392301991,0.0,395,2,0.5,False,True
18.6333333333,0,0,0,0,0,3,0,0,0,147.75,0.0,13,7,False,0,12.71875,1,True,3.23359093014,0.0,395,13,1.0,False,True
18.7833333333,1,0,0,0,0,0,0,0,0,37.8,0.0,4,1,False,0,12.71875,1,True,0.827274024766,0.0,395,4,1.0,False,False
18.8,19,0,1,0,0,0,0,2,0,16.04,0.0,3,3,False,1,12.71875,1,True,0.35104432162,0.0,395,3,1.0,False,True
19.1,0,0,0,0,0,0,0,0,0,63.0,0.0,4,3,False,0,12.71875,1,True,1.37879004128,0.0,349,4,1.0,False,False
19.1333333333,0,0,0,0,0,0,0,3,0,40.39,0.0,6,5,False,0,12.71875,1,True,0.883957615351,0.0,349,6,1.0,False,False
19.1833333333,0,0,1,0,0,0,1,3,0,85.61,0.0,10,8,False,1,12.71875,1,True,1.8736224672,0.0,349,10,1.0,False,False
19.2,0,0,0,0,0,0,0,6,0,55.02,0.0,5,3,False,3,12.71875,1,True,1.20414330271,0.0,349,9,0.555555555556,False,False
19.2666666667,0,0,4,1,0,1,1,2,0,212.45,0.0,10,7,False,3,12.71875,1,True,4.64958641697,0.0,349,10,1.0,False,False
19.2833333333,22,0,0,1,0,0,0,0,0,29.51,0.0,1,1,False,0,12.71875,1,True,0.645842763779,0.0,349,1,1.0,False,True
19.3333333333,0,1,0,0,0,1,0,0,0,115.2,0.0,14,5,False,0,12.71875,1,True,2.52121607548,0.0,349,14,1.0,False,False
