TicketTime,PriorVisits,GiftCardLines,ProduceLines,MeatLines,FishLines,OilLines,FreshPastaLines,SAFOLines,RotisserieLines,NetAmount,DiscountAmount,UniqueItems,UniqueCategories,ReturnedBags,TopItemLines,TicketMonthDecimal,WeekdayNumber,IsFrontEnd,RetailSpendCnt,QSRSpendCnt,TicketCount,TotalLines,ProductVariety,BizHours,WillReturn
14.3166666667,0,0,0,0,0,0,0,0,0,29.6,0.0,1,1,False,0,10.46875,4,False,0.0,2.31327089241,441,1,1.0,True,True
14.35,0,0,0,0,0,0,0,0,0,10.57,0.0,2,1,False,2,10.46875,4,False,0.0,0.826056531512,441,2,1.0,True,False
14.4,3,0,0,0,0,0,0,0,0,2.99,0.0,1,1,False,1,10.46875,4,False,0.0,0.233671620551,441,1,1.0,True,False
14.4,2,0,0,0,0,0,0,0,0,4.82,0.0,1,1,False,0,10.46875,4,False,0.0,0.376688030453,441,1,1.0,True,False
14.45,1,0,0,0,0,0,0,0,0,3.8,0.0,1,1,False,0,10.46875,4,False,0.112973698513,0.0,441,1,1.0,True,False
14.4666666667,0,0,0,0,0,0,0,0,0,3.9,0.0,1,1,False,0,10.46875,4,False,0.0,0.304789070283,441,1,1.0,True,True
14.6,81,0,0,0,0,0,0,0,0,2.0,0.0,1,1,False,1,10.46875,4,False,0.0,0.156302087325,441,1,1.0,True,True
14.6166666667,0,0,0,0,0,0,0,0,0,13.98,0.0,2,2,False,0,10.46875,4,False,0.0,1.0925515904,441,2,1.0,True,False
14.6833333333,0,0,0,0,0,0,0,0,0,5.97,0.0,1,1,False,1,10.46875,4,False,0.0,0.466561730665,441,1,1.0,True,True
14.7,0,0,0,0,0,0,0,0,0,33.8,0.0,1,1,False,0,10.46875,4,False,1.00487131835,0.0,441,1,1.0,True,False
14.7166666667,6,0,0,0,0,0,0,0,0,5.17,0.0,2,2,False,1,10.46875,4,False,0.0648112270417,0.233671620551,441,2,1.0,True,True
14.8333333333,0,0,0,0,0,0,0,0,0,4.8,0.0,1,1,False,0,10.46875,4,False,0.142703619174,0.0,441,1,1.0,True,True
14.9,8,0,0,0,0,0,0,0,0,7.4,0.0,1,1,False,0,10.46875,4,False,0.0,0.578317723102,441,1,1.0,True,True
14.9166666667,0,0,0,0,0,0,0,0,0,4.9,0.0,2,2,False,0,10.46875,4,False,0.0297299206613,0.304789070283,441,2,1.0,True,False
15.0833333333,2,0,0,0,0,0,0,0,0,8.73,0.0,1,1,False,0,10.46875,4,False,0.0,0.682258611173,383,1,1.0,True,True
15.1333333333,62,0,0,0,0,0,0,0,0,2.53,0.0,1,1,False,1,10.46875,4,False,0.0,0.197722140466,383,1,1.0,True,False
15.2,0,0,0,0,0,0,0,0,0,25.8,0.0,3,2,False,0,10.46875,4,False,0.767031953062,0.0,383,3,1.0,True,False
15.3333333333,24,0,0,0,0,0,0,0,0,15.6,0.0,1,1,False,0,10.46875,4,False,0.0,1.21915628113,383,1,1.0,True,True
15.5,0,0,0,0,0,0,0,0,0,3.6,0.0,1,1,False,0,10.46875,4,False,0.107027714381,0.0,383,1,1.0,True,False
15.6166666667,0,0,0,0,0,0,0,0,0,3.2,0.0,1,1,False,0,10.46875,4,False,0.0951357461162,0.0,383,1,1.0,True,False
15.6666666667,2,0,0,0,0,0,0,0,0,3.44,0.0,1,1,False,1,10.46875,4,False,0.0,0.268839590199,383,1,1.0,True,True
15.6833333333,21,0,0,0,0,0,0,0,0,6.89,0.0,1,1,False,1,10.46875,4,False,0.0,0.538460690834,383,1,1.0,True,False
15.7166666667,9,0,0,0,0,0,0,0,0,2.5,0.0,1,1,False,1,10.46875,4,False,0.0,0.195377609156,383,1,1.0,True,True
15.75,6,0,0,0,0,0,0,0,0,9.88,0.0,2,1,False,2,10.46875,4,False,0.0,0.772132311385,383,2,1.0,True,True
15.7833333333,0,0,0,0,0,0,0,0,0,6.89,0.0,1,1,False,1,10.46875,4,False,0.0,0.538460690834,383,1,1.0,True,False
15.8166666667,2,0,0,0,0,0,0,0,0,5.97,0.0,1,1,False,1,10.46875,4,False,0.0,0.466561730665,383,1,1.0,True,False
15.8833333333,0,0,0,0,0,0,0,0,0,3.9,0.0,1,1,False,0,10.46875,4,False,0.0,0.304789070283,383,1,1.0,True,True
15.8833333333,0,0,0,0,0,0,0,0,0,2.99,0.0,1,1,False,1,10.46875,4,False,0.0,0.233671620551,383,1,1.0,True,False
15.95,0,0,0,0,0,0,0,0,0,3.44,0.0,1,1,False,1,10.46875,4,False,0.0,0.268839590199,383,1,1.0,True,True
16.1,1,0,0,0,0,0,0,0,0,12.4,0.0,2,1,False,0,10.46875,4,False,0.3686510162,0.0,338,2,1.0,True,False
16.2666666667,3,0,0,0,0,0,0,0,0,5.06,0.0,1,1,False,2,10.46875,4,False,0.0,0.395444280932,338,2,0.5,True,True
