TicketTime,PriorVisits,GiftCardLines,ProduceLines,MeatLines,FishLines,OilLines,FreshPastaLines,SAFOLines,RotisserieLines,NetAmount,DiscountAmount,UniqueItems,UniqueCategories,ReturnedBags,TopItemLines,TicketMonthDecimal,WeekdayNumber,IsFrontEnd,RetailSpendCnt,QSRSpendCnt,TicketCount,TotalLines,ProductVariety,BizHours,WillReturn
22.7166666667,0,0,0,0,0,0,0,0,0,4.36,0.0,2,1,False,2,12.875,6,True,0.0954210250788,0.0,154,2,1.0,False,False
22.7666666667,0,0,0,0,0,0,0,3,0,37.53,0.0,4,2,False,1,12.875,6,True,0.821364924589,0.0,154,5,0.8,False,False
22.85,0,0,0,1,0,0,1,4,0,32.09,0.0,8,5,False,2,12.875,6,True,0.702307498802,0.0,154,8,1.0,False,False
22.9833333333,0,0,0,0,0,0,0,2,0,24.03,0.0,3,3,False,1,12.875,6,True,0.525909915744,0.0,154,3,1.0,False,False
23.05,1,0,0,0,0,0,0,0,0,34.4,0.0,3,3,False,0,12.875,6,True,0.752863133649,0.0,6,3,1.0,False,False
10.1666666667,23,0,0,0,0,0,0,0,0,10.24,2.56,1,1,False,0,12.875,6,True,0.224108095598,0.0,101,1,1.0,False,True
10.25,9,0,3,0,2,0,1,0,0,53.34,0.0,8,5,False,1,12.875,6,True,1.16737556828,0.0,101,8,1.0,False,True
10.5,0,0,16,4,0,0,2,0,0,279.48,0.0,25,7,False,5,12.875,6,True,6.11657524977,0.0,101,26,0.961538461538,False,False
10.55,0,0,1,3,0,0,3,0,0,67.73,0.0,10,5,False,2,12.875,6,True,1.48230872215,0.0,101,10,1.0,False,True
10.5833333333,0,0,0,0,0,0,0,0,0,24.2,0.0,4,3,False,0,12.875,6,True,0.5296304603,0.0,101,4,1.0,False,False
10.7,0,0,1,0,0,0,0,0,0,14.8,0.0,2,2,False,1,12.875,6,True,0.323906231919,0.0,101,2,1.0,False,False
11.0,2,0,0,0,0,0,0,0,0,16.8,0.0,1,1,False,0,12.875,6,True,0.36767734434,0.0,232,1,1.0,False,True
11.05,0,0,7,0,0,0,1,4,0,114.84,0.0,15,6,False,2,12.875,6,True,2.51333727524,0.0,232,15,1.0,False,False
11.0833333333,22,0,0,0,0,0,2,1,0,13.37,0.0,4,3,False,3,12.875,6,True,0.292609886537,0.0,232,4,1.0,False,True
11.1666666667,1,0,0,0,0,0,2,0,0,17.75,0.0,4,3,False,3,12.875,6,True,0.38846862274,0.0,232,4,1.0,False,True
11.3,6,0,4,2,2,0,0,3,0,148.66,0.0,12,7,False,5,12.875,6,True,3.25350678629,0.0,232,13,0.923076923077,False,True
11.35,7,0,0,0,0,0,0,0,0,40.8,0.0,1,1,False,0,12.875,6,True,0.892930693398,0.0,232,1,1.0,False,True
11.45,0,0,0,0,0,0,0,0,0,58.28,0.0,8,3,False,0,12.875,6,True,1.25360465975,0.0,232,8,1.0,False,False
11.5,56,0,11,0,0,0,0,0,0,119.27,0.0,8,2,False,0,12.875,6,True,2.61029028925,0.0,232,11,0.727272727273,False,True
11.5833333333,0,0,0,0,0,0,1,0,0,14.73,0.0,1,1,False,0,12.875,6,True,0.322374242984,0.0,232,1,1.0,False,False
11.75,1,0,2,2,0,0,0,10,2,218.51,0.0,21,12,False,4,12.875,6,True,4.54913171396,0.792053445972,232,24,0.875,False,True
11.9,18,0,0,0,0,0,3,7,0,103.13,0.0,9,4,False,6,12.875,6,True,2.25705741201,0.0,232,12,0.75,False,True
13.2833333333,0,2,0,0,0,0,0,0,0,5.0,0.0,1,1,False,0,12.875,6,True,0.0,0.0,403,1,1.0,False,False
13.35,1,0,0,0,0,0,0,0,0,13.4,0.0,3,2,False,1,12.875,6,True,0.293266453224,0.0,403,3,1.0,False,False
13.45,1,0,0,0,0,0,0,0,0,15.2,0.0,1,1,False,0,12.875,6,True,0.332660454403,0.0,403,1,1.0,False,False
13.7,13,0,5,1,0,0,0,2,0,41.18,0.0,11,7,False,5,12.875,6,True,0.901247204758,0.0,403,11,1.0,False,True
13.75,0,0,0,0,0,0,0,0,0,10.75,0.0,2,2,False,0,12.875,6,True,0.235269729265,0.0,403,2,1.0,False,False
13.7666666667,2,0,0,0,0,0,0,0,0,45.8,0.0,5,3,False,0,12.875,6,True,1.00235847445,0.0,403,5,1.0,False,True
13.9833333333,0,0,0,0,0,0,0,2,0,50.76,0.0,8,5,False,2,12.875,6,True,1.11091083326,0.0,403,8,1.0,False,False
14.0,0,0,0,0,0,0,0,0,0,22.6,0.0,2,1,False,0,12.875,6,True,0.494613570362,0.0,480,2,1.0,False,False
14.05,0,0,10,0,0,0,0,3,0,63.36,0.0,13,4,False,9,12.875,6,True,1.38666884151,0.0,480,14,0.928571428571,False,False
14.0833333333,1,0,0,0,0,1,0,0,0,31.6,0.0,1,1,False,0,12.875,6,True,0.691583576259,0.0,480,1,1.0,False,True
14.1333333333,0,0,0,0,0,0,0,0,0,121.6,0.0,12,2,False,0,12.875,6,True,2.66128363522,0.0,480,12,1.0,False,False
14.1666666667,4,0,2,0,1,0,0,0,0,10.27,0.0,4,4,False,2,12.875,6,True,0.202879106073,0.0,480,4,1.0,False,True
14.1666666667,0,0,0,0,0,0,0,0,0,2.8,0.0,1,1,False,1,12.875,6,True,0.06127955739,0.0,480,1,1.0,False,False
14.2166666667,19,0,4,0,3,0,0,0,0,44.81,0.0,8,4,False,3,12.875,6,True,0.980691773803,0.0,480,8,1.0,False,True
14.3833333333,0,0,1,0,0,0,0,3,0,47.42,0.0,4,4,False,2,12.875,6,True,1.03781307551,0.0,480,5,0.8,False,False
14.45,0,0,0,0,0,0,0,0,0,13.6,0.0,2,2,False,0,12.875,6,True,0.297643564466,0.0,480,2,1.0,False,False
14.5333333333,1,0,0,0,0,0,0,0,0,25.4,0.0,4,2,False,0,12.875,6,True,0.555893127753,0.0,480,4,1.0,False,True
14.5333333333,2,0,0,0,0,0,0,0,0,5.6,0.0,2,1,False,0,12.875,6,True,0.12255911478,0.0,480,2,1.0,False,False
14.5666666667,0,0,0,0,0,1,0,0,0,87.6,0.0,2,2,False,0,12.875,6,True,1.91717472406,0.0,480,2,1.0,False,True
14.6166666667,0,0,0,0,0,0,0,0,0,19.05,0.0,2,1,False,1,12.875,6,True,0.416919845814,0.0,480,2,1.0,False,False
14.6333333333,3,0,0,0,0,0,0,3,0,18.04,0.0,3,1,False,0,12.875,6,True,0.394815434042,0.0,480,3,1.0,False,True
14.6666666667,2,0,0,0,0,0,0,0,0,35.4,0.0,3,2,False,0,12.875,6,True,0.77474868986,0.0,480,3,1.0,False,True
14.6833333333,2,0,2,0,0,0,0,0,0,19.5,0.0,1,1,False,0,12.875,6,True,0.426768346109,0.0,480,2,0.5,False,False
14.7333333333,0,0,4,0,0,0,1,0,0,30.36,0.0,6,4,False,3,12.875,6,True,0.664445486558,0.0,480,6,1.0,False,False
14.75,2,0,0,0,0,0,2,1,0,36.77,0.0,3,2,False,1,12.875,6,True,0.804731901868,0.0,480,3,1.0,False,False
14.7666666667,1,0,1,0,1,0,0,0,0,69.52,0.0,2,2,False,1,12.875,6,True,1.52148386777,0.0,480,2,1.0,False,False
14.8166666667,0,0,0,0,0,0,0,0,0,8.7,0.0,2,2,False,1,12.875,6,True,0.190404339033,0.0,480,2,1.0,False,False
14.9333333333,2,0,2,1,0,0,1,3,0,87.06,0.0,9,7,False,4,12.875,6,True,1.90535652371,0.0,480,9,1.0,False,True
14.95,0,0,0,0,0,0,0,3,0,20.48,0.0,3,2,False,2,12.875,6,True,0.448216191196,0.0,480,3,1.0,False,False
15.0166666667,0,0,0,0,0,0,0,0,0,19.6,0.0,2,1,False,0,12.875,6,True,0.42895690173,0.0,492,2,1.0,False,False
15.0333333333,0,0,0,0,0,2,0,0,0,74.0,0.0,2,1,False,0,12.875,6,True,1.61953115959,0.0,492,2,1.0,False,False
15.05,0,0,1,0,0,0,0,0,1,18.68,0.0,3,3,False,1,12.875,6,True,0.20353567276,0.69760200218,492,3,1.0,False,False
15.0666666667,4,0,1,0,0,1,0,1,0,17.15,0.0,4,4,False,2,12.875,6,True,0.375337289014,0.0,492,4,1.0,False,True
15.1166666667,0,0,7,0,0,0,0,0,0,10.47,0.0,7,1,False,0,12.875,6,True,0.229141773526,0.0,492,7,1.0,False,True
15.3166666667,0,0,0,0,2,0,0,14,1,222.91,0.0,18,8,False,6,12.875,6,True,4.43357597717,0.768254656985,492,21,0.857142857143,False,False
15.4333333333,0,0,0,0,0,0,0,3,0,56.38,0.0,7,4,False,1,12.875,6,True,1.23390765916,0.0,492,7,1.0,False,False
15.5,0,0,0,0,0,0,0,3,0,164.46,0.0,2,1,False,1,12.875,6,True,3.59929857442,0.0,492,3,0.666666666667,False,False
15.5166666667,0,0,0,0,0,1,0,0,0,37.6,0.0,2,1,False,0,12.875,6,True,0.822896913523,0.0,492,2,1.0,False,False
15.55,0,0,0,0,0,0,2,0,0,13.34,0.0,1,1,False,0,12.875,6,True,0.291953319851,0.0,492,2,0.5,False,False
15.6,0,0,0,0,0,0,1,3,0,39.42,0.0,6,4,False,2,12.875,6,True,0.862728625827,0.0,492,6,1.0,False,False
15.6833333333,0,0,0,0,0,0,0,2,0,77.97,0.0,5,3,False,0,12.875,6,True,1.70641681775,0.0,492,5,1.0,False,False
15.7166666667,0,0,0,0,0,2,0,2,0,93.42,0.0,6,4,False,3,12.875,6,True,2.04454866121,0.0,492,6,1.0,False,False
15.75,0,0,2,0,0,0,1,5,1,72.77,0.0,12,9,False,9,12.875,6,True,1.45714033251,0.385986608882,492,12,1.0,False,False
15.7833333333,1,0,0,0,0,0,0,1,0,42.3,0.0,7,4,False,2,12.875,6,True,0.925759027714,0.0,492,7,1.0,False,True
15.85,0,0,0,0,0,0,0,0,0,16.8,0.0,4,1,False,0,12.875,6,True,0.36767734434,0.0,492,4,1.0,False,True
15.85,1,0,0,0,0,0,0,0,0,16.8,0.0,4,1,False,0,12.875,6,True,0.36767734434,0.0,492,4,1.0,False,False
15.8833333333,0,0,5,0,0,0,0,0,0,14.05,0.0,6,2,False,3,12.875,6,True,0.307492064761,0.0,492,6,1.0,False,False
15.9166666667,0,0,0,1,0,0,1,2,0,60.31,0.0,4,3,False,1,12.875,6,True,1.31991789507,0.0,492,4,1.0,False,False
16.0,0,0,3,2,0,1,0,3,0,194.09,0.0,14,6,False,5,12.875,6,True,4.24776760494,0.0,542,14,1.0,False,True
16.0333333333,0,0,0,0,0,0,0,1,0,13.9,0.0,4,4,False,3,12.875,6,True,0.304209231329,0.0,542,4,1.0,False,False
16.0666666667,1,0,3,0,1,0,3,0,0,67.45,0.0,7,3,False,3,12.875,6,True,1.47618076641,0.0,542,7,1.0,False,True
16.0833333333,0,0,0,0,0,0,0,1,0,25.86,0.0,2,2,False,0,12.875,6,True,0.565960483609,0.0,542,2,1.0,False,False
16.1,1,0,0,0,0,1,0,0,0,35.78,0.0,2,2,False,0,12.875,6,True,0.78306520122,0.0,542,2,1.0,False,False
16.1166666667,1,0,0,0,0,0,0,0,0,5.8,0.0,1,1,False,1,12.875,6,True,0.126936226022,0.0,542,1,1.0,False,True
16.15,3,0,0,0,0,0,0,0,0,28.84,0.0,3,1,False,0,12.875,6,True,0.631179441117,0.0,542,3,1.0,False,False
16.2833333333,0,0,0,0,0,0,0,3,0,46.29,0.0,5,4,False,1,12.875,6,True,1.01308239699,0.0,542,5,1.0,False,False
16.4166666667,0,0,0,0,0,0,0,0,0,9.8,0.0,1,1,False,0,12.875,6,True,0.214478450865,0.0,542,1,1.0,False,False
16.4833333333,0,0,0,0,1,0,0,2,0,27.6,0.0,4,4,False,3,12.875,6,True,0.604041351416,0.0,542,4,1.0,False,False
16.5666666667,1,0,9,2,0,0,1,0,0,102.39,0.0,14,6,False,4,12.875,6,True,2.24086210042,0.0,542,14,1.0,False,False
16.5833333333,0,0,0,0,0,0,1,0,0,23.21,0.0,3,2,False,1,12.875,6,True,0.507963759651,0.0,542,3,1.0,False,False
17.1333333333,0,0,0,0,0,0,0,0,0,35.6,0.0,2,1,False,0,12.875,6,True,0.779125801102,0.0,381,2,1.0,False,False
17.25,0,0,0,0,0,0,0,0,0,61.35,0.0,5,2,False,0,12.875,6,True,1.34267887353,0.0,381,5,1.0,False,False
17.3333333333,1,0,0,0,0,0,0,0,0,202.8,0.0,12,4,False,0,12.875,6,True,4.43839079954,0.0,381,12,1.0,False,False
17.3833333333,0,0,0,0,0,0,0,0,0,2.8,0.0,1,1,False,1,12.875,6,True,0.06127955739,0.0,381,1,1.0,False,True
17.4,1,0,0,0,0,0,3,0,0,39.92,0.0,4,2,False,2,12.875,6,True,0.851785847722,0.0,381,4,1.0,False,True
17.4333333333,0,0,3,0,0,0,1,2,0,25.6,0.0,6,4,False,4,12.875,6,True,0.560270238995,0.0,381,6,1.0,False,False
17.4833333333,0,0,2,0,0,0,0,4,0,94.8,0.0,15,6,False,2,12.875,6,True,2.07475072878,0.0,381,15,1.0,False,True
17.5,0,0,0,0,0,0,0,1,0,7.19,0.0,2,2,False,1,12.875,6,True,0.157357149155,0.0,381,2,1.0,False,False
17.5333333333,9,0,0,0,2,0,0,1,0,41.77,0.0,4,3,False,2,12.875,6,True,0.914159682922,0.0,381,4,1.0,False,True
17.5833333333,23,0,3,0,0,0,0,0,0,9.59,0.0,3,2,False,2,12.875,6,True,0.209882484061,0.0,381,3,1.0,False,True
17.6,0,0,0,0,0,0,0,1,0,19.77,0.0,3,3,False,1,12.875,6,True,0.432677446286,0.0,381,3,1.0,False,False
17.7166666667,2,0,0,0,0,0,0,0,0,21.4,0.0,3,2,False,0,12.875,6,True,0.46835090291,0.0,381,3,1.0,False,True
17.7833333333,3,0,1,0,0,0,0,0,0,3.92,0.0,1,1,False,0,12.875,6,True,0.0857913803461,0.0,381,1,1.0,False,False
17.8166666667,15,0,0,0,0,0,0,0,0,38.8,0.0,1,1,False,0,12.875,6,True,0.849159580976,0.0,381,1,1.0,False,True
17.8333333333,3,0,0,1,0,0,0,0,0,28.77,0.0,1,1,False,0,12.875,6,True,0.629647452183,0.0,381,1,1.0,False,True
17.85,0,0,0,0,0,1,0,2,0,42.68,0.0,5,4,False,1,12.875,6,True,0.934075539074,0.0,381,5,1.0,False,False
17.8833333333,0,0,0,0,0,0,0,0,0,34.13,0.0,5,4,False,1,12.875,6,True,0.746954033472,0.0,381,5,1.0,False,False
17.9166666667,7,0,1,0,1,0,0,1,0,33.07,0.0,3,3,False,0,12.875,6,True,0.723755343889,0.0,381,3,1.0,False,False
17.9333333333,0,0,0,0,0,0,0,0,0,35.8,0.0,2,1,False,0,12.875,6,True,0.783502912344,0.0,381,2,1.0,False,False
18.0333333333,0,0,1,0,0,0,0,0,0,1.5,0.0,1,1,False,1,12.875,6,True,0.0328283343161,0.0,360,1,1.0,False,False
18.0666666667,0,0,0,0,0,0,0,0,0,27.5,0.0,4,3,False,2,12.875,6,True,0.601852795795,0.0,360,4,1.0,False,False
18.1166666667,0,0,0,0,0,0,0,4,0,25.62,0.0,3,2,False,3,12.875,6,True,0.560707950119,0.0,360,4,0.75,False,False
18.15,1,0,2,1,1,0,1,1,0,63.46,0.0,7,6,False,3,12.875,6,True,1.38885739713,0.0,360,7,1.0,False,False
18.2,2,0,1,0,0,0,0,0,0,7.55,0.0,2,2,False,0,12.875,6,True,0.165235949391,0.0,360,2,1.0,False,True
18.3333333333,1,0,3,0,2,0,1,4,0,123.56,0.0,12,8,False,3,12.875,6,True,2.7041793254,0.0,360,12,1.0,False,True
18.4166666667,1,0,0,0,0,0,0,0,0,4.8,0.0,1,1,False,0,12.875,6,True,0.105050669811,0.0,360,1,1.0,False,False
18.4333333333,0,0,0,0,0,0,0,0,0,8.8,0.0,1,1,False,0,12.875,6,True,0.192592894654,0.0,360,1,1.0,False,False
18.4833333333,8,0,8,0,1,0,0,0,1,54.11,0.0,11,5,False,2,12.875,6,True,0.923351616531,0.886504889764,360,11,1.0,False,True
18.4833333333,0,0,0,0,0,0,0,0,0,12.8,0.0,1,1,False,0,12.875,6,True,0.280135119497,0.0,360,1,1.0,False,False
18.7,0,0,0,0,1,0,2,0,0,33.76,0.0,4,3,False,1,12.875,6,True,0.738856377674,0.0,360,4,1.0,False,False
18.7166666667,3,0,2,0,0,0,0,0,0,12.07,0.0,3,3,False,1,12.875,6,True,0.264158663463,0.0,360,3,1.0,False,True
18.75,0,0,1,0,0,0,1,3,0,33.58,0.0,5,4,False,1,12.875,6,True,0.734916977556,0.0,360,5,1.0,False,True
18.7666666667,0,0,1,0,0,0,1,0,0,32.52,0.0,6,5,False,3,12.875,6,True,0.711718287973,0.0,360,6,1.0,False,False
18.8,1,0,0,0,0,0,1,0,0,10.59,0.0,3,3,False,0,12.875,6,True,0.231768040272,0.0,360,3,1.0,False,False
18.8166666667,0,0,0,0,0,0,0,3,0,58.74,0.0,4,3,False,0,12.875,6,True,1.28555757182,0.0,360,4,1.0,False,False
19.0,0,0,0,0,0,0,0,0,0,10.8,0.0,1,1,False,0,12.875,6,True,0.236364007076,0.0,292,1,1.0,False,False
19.05,0,0,0,0,0,0,0,2,0,58.16,0.0,3,2,False,0,12.875,6,True,1.27286394922,0.0,292,3,1.0,False,False
19.1166666667,0,0,0,0,0,0,1,5,0,123.57,0.0,9,6,False,2,12.875,6,True,2.70439818096,0.0,292,9,1.0,False,False
10.2166666667,0,0,0,0,0,0,0,1,5,146.48,0.0,4,3,False,3,12.875,6,True,2.19818526581,3.4240507655,101,7,0.571428571429,False,True
10.5166666667,0,0,3,0,0,0,0,2,0,39.51,0.0,5,4,False,0,12.875,6,True,0.864698325886,0.0,101,7,0.714285714286,False,False
10.5166666667,0,0,3,0,0,0,0,2,0,39.51,0.0,5,4,False,0,12.875,6,True,0.864698325886,0.0,101,7,0.714285714286,False,True
10.5666666667,1,0,0,0,0,0,0,0,0,1.48,0.0,1,1,False,0,12.875,6,True,0.0323906231919,0.0,101,1,1.0,False,True
10.5833333333,0,0,1,0,0,0,0,1,1,17.35,0.0,4,4,False,2,12.875,6,True,0.231111473585,0.504980553817,101,4,1.0,False,False
10.7166666667,0,0,1,0,0,1,0,0,0,50.46,0.0,3,3,False,0,12.875,6,True,1.10434516639,0.0,101,3,1.0,False,False
10.8333333333,0,0,3,0,0,0,2,6,0,81.99,0.0,12,6,False,5,12.875,6,True,1.79439675372,0.0,101,12,1.0,False,False
11.0,15,0,0,0,0,0,0,1,0,9.8,0.0,1,1,False,1,12.875,6,True,0.214478450865,0.0,232,1,1.0,False,True
11.0166666667,0,0,0,0,0,0,1,2,0,44.06,0.0,6,5,False,2,12.875,6,True,0.964277606645,0.0,232,6,1.0,False,False
12.1666666667,1,0,0,0,0,0,0,0,0,2.8,0.0,1,1,False,1,12.875,6,True,0.06127955739,0.0,348,1,1.0,False,False
12.25,2,0,0,0,0,0,0,1,0,24.2,0.0,3,3,False,1,12.875,6,True,0.5296304603,0.0,348,3,1.0,False,True
12.3,8,0,0,0,0,0,0,0,0,4.5,0.0,1,1,False,1,12.875,6,True,0.0984850029483,0.0,348,1,1.0,False,True
12.7833333333,2,0,0,0,0,0,0,0,0,5.46,0.0,2,1,False,0,12.875,6,True,0.119495136911,0.0,348,2,1.0,False,False
12.9666666667,0,0,0,0,0,0,0,3,0,34.07,0.0,4,3,False,1,12.875,6,True,0.7456409001,0.0,348,4,1.0,False,False
