TicketDate,TicketTime,PriorVisits,GiftCardLines,OilLines,RotisserieLines,NetAmount,DiscountAmount,UniqueItems,UniqueCategories,ReturnedBags,TopItemLines,RepeatProducts,TicketMonthDecimal,WeekdayNumber,IsFrontEnd,FreshLines,RetailSpendCnt,QSRSpendCnt,TicketCount,TotalLines,ProductVariety,BizHours,WillReturn
2013-12-17,20.8333333333,0,0,0,0,8.8,0.0,1,1,False,0,0,12.53125,2,False,0,0.192592894654,0.0,194,1,1.0,False,False
2013-12-17,20.8333333333,0,0,0,0,3.8,0.0,1,1,False,1,0,12.53125,2,False,0,0.0831651136008,0.0,194,1,1.0,False,True
2013-12-17,20.8833333333,5,0,0,0,3.8,0.0,1,1,False,1,0,12.53125,2,False,0,0.0831651136008,0.0,194,1,1.0,False,True
2013-12-17,12.5833333333,1,0,0,0,-95.01,0.0,1,1,False,0,1,12.53125,2,False,0,-2.07934669558,0.0,321,1,1.0,True,False
2013-12-17,13.8666666667,14,0,0,0,6.84,0.0,1,1,False,0,0,12.53125,2,False,1,0.149697204481,0.0,385,1,1.0,True,True
2013-12-17,13.9,0,0,0,0,14.99,0.0,1,1,False,0,0,12.53125,2,False,0,0.328064487599,0.0,385,1,1.0,True,False
2013-12-17,17.7833333333,0,1,0,0,10.0,0.0,1,1,False,0,0,12.53125,2,False,0,0.218855562107,0.0,302,1,1.0,False,False
2013-12-17,19.2166666667,0,1,0,0,8.0,0.0,1,1,False,0,0,12.53125,2,False,0,0.175084449686,0.0,260,1,1.0,False,False
2013-12-17,10.35,0,0,0,0,19.8,0.0,1,1,False,0,0,12.53125,2,False,0,0.433334012972,0.0,71,1,1.0,True,False
2013-12-17,11.0,0,0,0,0,132.0,0.0,10,2,False,0,0,12.53125,2,False,0,2.88889341982,0.0,153,10,1.0,True,False
2013-12-17,11.0166666667,0,0,0,0,7.6,0.0,2,1,False,0,0,12.53125,2,False,0,0.0,0.56522123844,153,2,1.0,True,False
2013-12-17,11.0333333333,2,0,0,0,46.65,0.0,6,2,False,0,0,12.53125,2,False,0,1.02096119723,0.0,153,6,1.0,True,False
2013-12-17,11.05,0,0,0,0,44.2,0.0,4,2,False,0,0,12.53125,2,False,0,0.967341584514,0.0,153,4,1.0,True,False
2013-12-17,11.0833333333,0,0,0,0,39.6,0.0,1,1,False,0,0,12.53125,2,False,0,0.866668025945,0.0,153,1,1.0,True,False
2013-12-17,11.2166666667,0,0,0,0,27.25,0.0,1,1,False,0,0,12.53125,2,False,0,0.0,2.02661562467,153,1,1.0,True,False
2013-12-17,11.4666666667,0,0,0,0,4.8,0.0,2,2,False,0,0,12.53125,2,False,0,0.0,0.356981834804,153,2,1.0,True,False
