TicketDate,TicketTime,PriorVisits,GiftCardLines,OilLines,RotisserieLines,NetAmount,DiscountAmount,UniqueItems,UniqueCategories,ReturnedBags,TopItemLines,RepeatProducts,TicketMonthDecimal,WeekdayNumber,IsFrontEnd,FreshLines,RetailSpendCnt,QSRSpendCnt,TicketCount,TotalLines,ProductVariety,BizHours,WillReturn
2015-09-29,19.4166666667,0,0,0,0,10.05,0.0,1,1,False,0,0,9.93548387097,2,True,1,0.312916319665,0.0,309,1,1.0,False,True
2015-09-29,19.4833333333,0,0,0,0,25.38,0.0,5,5,False,1,0,9.93548387097,2,True,4,0.790230466974,0.0,309,5,1.0,False,False
2015-09-29,19.5666666667,1,0,0,0,29.58,0.0,4,4,False,0,3,9.93548387097,2,True,1,0.921001466237,0.0,309,4,1.0,False,True
2015-09-29,19.5833333333,2,0,0,0,9.07,0.0,2,2,False,2,0,9.93548387097,2,True,2,0.282403086503,0.0,309,2,1.0,False,True
2015-09-29,19.6,1,0,0,0,11.6,0.0,2,2,False,0,0,9.93548387097,2,True,0,0.361177045583,0.0,309,2,1.0,False,False
2015-09-29,19.6666666667,0,0,0,0,32.98,0.0,6,4,False,2,0,9.93548387097,2,True,5,1.02686370373,0.0,309,6,1.0,False,False
2015-09-29,19.7166666667,0,0,0,0,20.0,0.0,1,1,False,0,0,9.93548387097,2,True,0,0.622719044109,0.0,309,1,1.0,False,False
2015-09-29,19.7833333333,0,0,0,0,40.88,0.0,8,5,False,7,0,9.93548387097,2,True,8,1.27283772616,0.0,309,10,0.8,False,False
2015-09-29,19.8,0,0,0,0,3.8,0.0,1,1,False,0,0,9.93548387097,2,True,0,0.118316618381,0.0,309,1,1.0,False,False
2015-09-29,19.8833333333,17,0,0,0,46.3,0.0,2,2,False,1,0,9.93548387097,2,True,1,1.44159458711,0.0,309,2,1.0,False,True
2015-09-29,19.9,0,0,0,0,7.4,0.0,1,1,False,0,0,9.93548387097,2,True,0,0.23040604632,0.0,309,1,1.0,False,False
2015-09-29,13.3166666667,0,0,0,0,6.3,0.0,1,1,False,1,0,9.93548387097,2,True,1,0.196156498894,0.0,419,1,1.0,True,True
2015-09-29,13.3666666667,1,0,0,0,41.33,0.0,7,6,False,1,0,9.93548387097,2,True,4,1.28684890465,0.0,419,7,1.0,True,False
2015-09-29,13.4166666667,6,0,0,0,3.89,0.0,2,2,False,0,0,9.93548387097,2,True,2,0.121118854079,0.0,419,2,1.0,True,True
2015-09-29,13.5,261,0,0,0,67.95,0.0,14,4,False,2,0,9.93548387097,2,True,12,2.11568795236,0.0,419,14,1.0,True,True
2015-09-29,13.6666666667,28,0,0,0,46.63,0.0,8,6,False,1,0,9.93548387097,2,True,5,1.45186945134,0.0,419,8,1.0,True,True
2015-09-29,13.6833333333,3,0,0,0,32.13,0.0,2,1,False,1,1,9.93548387097,2,True,2,1.00039814436,0.0,419,2,1.0,True,False
2015-09-29,13.7666666667,0,0,0,0,131.07,0.0,16,8,False,3,0,9.93548387097,2,True,11,4.08098925557,0.0,419,16,1.0,True,False
2015-09-29,13.8166666667,42,0,0,0,50.32,0.0,6,2,False,8,0,9.93548387097,2,True,9,1.56676111498,0.0,419,9,0.666666666667,True,True
2015-09-29,13.8333333333,5,0,0,0,14.51,0.0,2,1,False,0,0,9.93548387097,2,True,2,0.451782666501,0.0,419,2,1.0,True,True
2015-09-29,13.85,0,0,0,0,60.49,0.0,2,2,False,1,0,9.93548387097,2,True,2,1.88341374891,0.0,419,2,1.0,True,False
2015-09-29,13.9666666667,3,0,0,0,21.46,0.0,5,5,False,0,0,9.93548387097,2,True,3,0.668177534328,0.0,419,5,1.0,True,True
2015-09-29,14.05,3,0,0,0,73.72,0.0,10,6,False,1,3,9.93548387097,2,True,6,2.29534239658,0.0,381,11,0.909090909091,True,False
2015-09-29,14.5,0,0,1,2,361.03,0.0,33,10,False,5,0,9.93548387097,2,True,19,10.8250365033,1.10931072477,381,35,0.942857142857,True,False
2015-09-29,14.6666666667,1,0,0,0,44.84,0.0,9,6,True,4,2,9.93548387097,2,True,5,1.3976928945,0.0,381,12,0.75,True,False
2015-09-29,14.6833333333,0,0,0,0,2.33,0.0,2,2,True,1,0,9.93548387097,2,True,0,0.0741035662489,0.0,381,2,1.0,True,False
2015-09-29,14.7166666667,16,0,0,0,30.23,0.0,6,4,False,2,1,9.93548387097,2,True,4,0.94123983517,0.0,381,6,1.0,True,False
2015-09-29,14.8833333333,0,0,2,0,85.22,0.0,6,4,True,2,0,9.93548387097,2,True,3,2.65496264456,0.0,381,6,1.0,True,False
2015-09-29,15.1,12,0,0,0,16.76,0.0,2,2,False,0,0,9.93548387097,2,True,2,0.521838558963,0.0,363,2,1.0,True,True
