TicketDate,TicketTime,PriorVisits,GiftCardLines,OilLines,RotisserieLines,NetAmount,DiscountAmount,UniqueItems,UniqueCategories,ReturnedBags,TopItemLines,RepeatProducts,TicketMonthDecimal,WeekdayNumber,IsFrontEnd,FreshLines,RetailSpendCnt,QSRSpendCnt,TicketCount,TotalLines,ProductVariety,BizHours,WillReturn
2015-03-17,13.3166666667,2,0,0,0,4.0,1.0,1,1,False,0,0,3.53125,2,True,1,0.115280327547,0.0,362,1,1.0,True,True
2015-03-17,13.4,1,0,0,0,42.2,0.0,3,3,False,0,0,3.53125,2,True,0,1.21620745562,0.0,362,4,0.75,True,False
2015-03-17,13.4666666667,0,0,0,0,21.6,0.0,2,2,False,0,0,3.53125,2,True,0,0.622513768756,0.0,362,2,1.0,True,False
2015-03-17,13.5,0,0,1,0,47.48,0.0,6,6,True,4,0,3.53125,2,True,2,1.36981849208,0.0,362,7,0.857142857143,True,False
2015-03-17,13.55,0,0,0,0,12.89,0.0,4,2,False,2,0,3.53125,2,True,4,0.371490855521,0.0,362,4,1.0,True,False
2015-03-17,13.6,0,0,0,0,56.23,0.0,7,5,False,1,0,3.53125,2,True,5,1.6205532045,0.0,362,8,0.875,True,False
2015-03-17,13.6333333333,1,0,0,0,10.72,0.0,4,1,False,0,0,3.53125,2,True,0,0.308951277827,0.0,362,4,1.0,True,False
2015-03-17,13.6666666667,1,0,0,0,9.6,0.0,2,2,False,0,0,3.53125,2,True,0,0.276672786114,0.0,362,2,1.0,True,False
2015-03-17,13.75,5,0,0,0,20.9,0.0,4,3,False,2,2,3.53125,2,True,4,0.602339711435,0.0,362,4,1.0,True,True
2015-03-17,13.95,2,0,0,0,8.49,0.0,3,1,False,1,1,3.53125,2,True,3,0.244682495219,0.0,362,3,1.0,True,True
2015-03-17,13.9833333333,0,0,0,0,104.6,0.0,4,4,False,0,0,3.53125,2,True,0,3.01458056536,0.0,362,11,0.363636363636,True,False
2015-03-17,14.0,1,0,0,0,13.48,0.0,3,2,False,1,0,3.53125,2,True,2,0.388494703835,0.0,311,3,1.0,True,True
2015-03-17,14.0166666667,1,0,0,0,24.6,0.0,2,1,False,0,0,3.53125,2,True,0,0.708974014416,0.0,311,2,1.0,True,False
2015-03-17,14.0833333333,4,0,0,0,42.4,0.0,8,6,False,2,4,3.53125,2,True,1,1.221971472,0.0,311,8,1.0,True,False
2015-03-17,14.1166666667,1,0,0,0,59.23,0.0,6,4,False,1,0,3.53125,2,True,2,1.70701345016,0.0,311,6,1.0,True,True
2015-03-17,14.2333333333,0,0,1,0,239.37,0.0,20,8,False,1,0,3.53125,2,True,1,6.89866300125,0.0,311,27,0.740740740741,True,False
2015-03-17,14.2666666667,8,0,0,0,6.96,0.0,4,1,False,0,2,3.53125,2,True,4,0.200587769932,0.0,311,4,1.0,True,True
2015-03-17,14.3,1,0,0,0,20.3,0.0,2,2,False,1,1,3.53125,2,True,1,0.585047662303,0.0,311,2,1.0,True,True
2015-03-17,14.45,50,0,0,0,84.91,0.0,21,10,False,7,0,3.53125,2,True,15,2.44711315301,0.0,311,22,0.954545454545,True,True
2015-03-17,14.5666666667,1,0,0,0,18.8,0.0,1,1,False,0,0,3.53125,2,True,0,0.541817539473,0.0,311,1,1.0,True,False
2015-03-17,14.5833333333,15,0,0,0,28.44,0.0,6,4,False,2,2,3.53125,2,True,6,0.819643128862,0.0,311,6,1.0,True,True
2015-03-17,14.6833333333,61,0,0,0,64.4,0.0,2,2,False,0,0,3.53125,2,True,0,1.56781245464,0.0,311,2,1.0,True,True
2015-03-17,14.8666666667,14,0,0,0,46.86,0.0,8,6,False,1,0,3.53125,2,True,5,1.35050903722,0.0,311,8,1.0,True,True
2015-03-17,14.8833333333,0,0,0,0,5.8,0.0,1,1,False,0,0,3.53125,2,True,0,0.167156474944,0.0,311,1,1.0,True,False
